"","cname","year","ccode","ccodealp","id","eper","cab","elec","par","exeleg","fed","dec","bic","jud","const","dir","pres","exepar8110","feduni8110","gtm_centrip","gdp","ppi","poli"
"26","Argentina",1990,32,"ARG",1,1,1,6.93,2.59,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,3503.3101,0.5,7
"25","Argentina",1991,32,"ARG",1,1,1,6.93,2.59,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,4195.48,0.5,7
"18","Argentina",1992,32,"ARG",1,2,1,6.88,2.87,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,4902.7998,0.5,7
"15","Argentina",1993,32,"ARG",1,2,1,6.88,2.87,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,5681.7202,0.5,7
"24","Argentina",1994,32,"ARG",1,3,1,6.37,2.77,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,6698.98,0.5,7
"1","Argentina",1995,32,"ARG",1,3,1,6.37,2.77,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,7505.7598,0.5,7
"21","Argentina",1996,32,"ARG",1,4,1,8.44,2.83,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,9766.8896,0.5,7
"13","Argentina",1997,32,"ARG",1,4,1,8.44,2.83,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,9952.5703,0.5,7
"11","Argentina",1998,32,"ARG",1,5,1,3.4,3.3,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,9886.6104,0.5,7
"12","Argentina",1999,32,"ARG",1,5,1,3.4,3.3,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,2.5,9222.3096,0.5,8
"14","Argentina",2000,32,"ARG",1,6,1,6.98,2.55,0.57,3,39.1060905456543,4,3,3,-1,3,-1.01,1.34,2.5,9053.9404,0.5,8
"6","Argentina",2001,32,"ARG",1,6,1,6.98,2.55,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,8612.6602,0.5,8
"2","Argentina",2002,32,"ARG",1,7,1,11.31,2.84,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,7402.7002,0.5,8
"8","Argentina",2003,32,"ARG",1,7,1,11.31,2.84,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,8068.4199,0.5,8
"19","Argentina",2004,32,"ARG",1,8,1,8.21,3.92,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,8794.29,0.5,8
"23","Argentina",2005,32,"ARG",1,8,1,8.21,3.92,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,9701.8604,0.5,8
"22","Argentina",2006,32,"ARG",1,9,1,7.32,5.32,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,10726.71,0.5,8
"5","Argentina",2007,32,"ARG",1,9,1,7.32,5.32,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,11776.18,0.5,8
"16","Argentina",2008,32,"ARG",1,10,1,12.71,2.89,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,12511.48,0.5,8
"9","Argentina",2009,32,"ARG",1,10,1,12.71,2.89,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,12813.06,0.5,8
"20","Argentina",2010,32,"ARG",1,11,1,5.21,3.59,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,13933.29,0.5,8
"10","Argentina",2011,32,"ARG",1,11,1,5.21,3.59,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,15102.61,0.5,8
"17","Argentina",2012,32,"ARG",1,12,1,7.55,2.7,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,NA,0.5,8
"3","Argentina",2013,32,"ARG",1,12,1,7.55,2.7,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,NA,0.5,NA
"4","Argentina",2014,32,"ARG",1,13,1,4.82,7.5,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,NA,0.5,NA
"7","Argentina",2015,NA,"ARG",1,13,1,4.82,7.5,0.57,3,NA,4,3,3,-1,3,-1.01,1.34,NA,NA,0.5,NA
"35","Australia",1990,36,"AUS",2,1,1,10.42,2.28,0.91,3,20.50386266,4,2,3,1.5,1,-0.65,1.58,2,18423.891,0.629999995231628,10
"31","Australia",1991,36,"AUS",2,2,1,12.48,2.35,0.91,3,22.45459549,4,2,3,1.5,1,-0.65,1.58,2,18923.051,0.629999995231628,10
"28","Australia",1992,36,"AUS",2,2,1,12.48,2.35,0.91,3,23.40453074,4,2,3,1.5,1,-0.65,1.58,2,20010.98,0.629999995231628,10
"49","Australia",1993,36,"AUS",2,2,1,12.48,2.35,0.91,3,24.08603018,4,2,3,1.5,1,-0.65,1.58,2,20922.391,0.629999995231628,10
"52","Australia",1994,36,"AUS",2,3,1,8.12,2.39,0.91,3,22.88060217,4,2,3,1.5,1,-0.65,1.58,2,22136.15,0.629999995231628,10
"39","Australia",1995,36,"AUS",2,3,1,8.12,2.39,0.91,3,22.47351386,4,2,3,1.5,1,-0.65,1.58,2,23374.91,0.629999995231628,10
"51","Australia",1996,36,"AUS",2,3,1,8.12,2.39,0.91,3,22.45252475,4,2,3,1.5,1,-0.65,1.58,2,24475.77,0.629999995231628,10
"42","Australia",1997,36,"AUS",2,4,4,10.97,2.62,0.91,3,22.30724514,4,2,3,1.5,1,-0.65,1.58,2,25685.449,0.629999995231628,10
"47","Australia",1998,36,"AUS",2,4,4,10.97,2.62,0.91,3,22.55056137,4,2,3,1.5,1,-0.65,1.58,2,26824.73,0.629999995231628,10
"30","Australia",1999,36,"AUS",2,5,2,10.87,2.48,0.91,3,22.28181993,4,2,3,1.5,1,-0.65,1.58,2,28227.65,0.629999995231628,10
"37","Australia",2000,36,"AUS",2,5,2,10.87,2.48,0.91,3,18.19964781,4,2,3,1.5,1,-0.65,1.58,2,29127.721,0.629999995231628,10
"34","Australia",2001,36,"AUS",2,5,2,10.87,2.48,0.91,3,18.39665274,4,2,3,1.5,1,-0.65,1.58,NA,30453.48,0.629999995231628,10
"32","Australia",2002,36,"AUS",2,6,2,9.37,2.49,0.91,3,18.2934192,4,2,3,1.5,1,-0.65,1.58,NA,31641.619,0.629999995231628,10
"33","Australia",2003,36,"AUS",2,6,2,9.37,2.49,0.91,3,18.6560041,4,2,3,1.5,1,-0.65,1.58,NA,32942.539,0.629999995231628,10
"27","Australia",2004,36,"AUS",2,6,2,9.37,2.49,0.91,3,17.86206971,4,2,3,1.5,1,-0.65,1.58,NA,33745.961,0.629999995231628,10
"48","Australia",2005,36,"AUS",2,7,2,8.6,2.44,0.91,3,17.75907096,4,2,3,1.5,1,-0.65,1.58,NA,35796.32,0.629999995231628,10
"36","Australia",2006,36,"AUS",2,7,2,8.6,2.44,0.91,3,18.19084153,4,2,3,1.5,1,-0.65,1.58,NA,36356.57,0.629999995231628,10
"43","Australia",2007,36,"AUS",2,7,2,8.6,2.44,0.91,3,18.1173634,4,2,3,1.5,1,-0.65,1.58,NA,37304.512,0.629999995231628,10
"45","Australia",2008,36,"AUS",2,8,1,10.27,2.25,0.91,3,18.1017388,4,2,3,1.5,1,-0.65,1.58,NA,36446.531,0.629999995231628,10
"41","Australia",2009,36,"AUS",2,8,1,10.27,2.25,0.91,3,19.82115619,4,2,3,1.5,1,-0.65,1.58,NA,38649.57,0.629999995231628,10
"44","Australia",2010,36,"AUS",2,8,1,10.27,2.25,0.91,3,19.61900737,4,2,3,1.5,1,-0.65,1.58,NA,38521.852,0.629999995231628,10
"38","Australia",2011,36,"AUS",2,9,3,11.29,2.92,0.91,3,18.65570431,4,2,3,1.5,1,-0.65,1.58,NA,38611.949,0.629999995231628,10
"29","Australia",2012,36,"AUS",2,9,3,11.29,2.92,0.91,3,NA,4,2,3,1.5,1,-0.65,1.58,NA,NA,0.629999995231628,10
"40","Australia",2013,36,"AUS",2,9,3,11.29,2.92,0.91,3,NA,4,2,3,1.5,1,-0.65,1.58,NA,NA,0.629999995231628,NA
"50","Australia",2014,36,"AUS",2,10,4,9.54,3.23,0.91,3,NA,4,2,3,1.5,1,-0.65,1.58,NA,NA,0.629999995231628,NA
"46","Australia",2015,NA,"AUS",2,10,4,9.54,3.23,0.91,3,NA,4,2,3,1.5,1,-0.65,1.58,NA,NA,0.629999995231628,NA
"75","Austria",1990,40,"AUT",3,1,2,0.93,2.63,0.77,3,21.86753735,2,2,2,2,1,0.64,0.97,5.5,15926.92,0.720000028610229,10
"74","Austria",1991,40,"AUT",3,2,2,2.97,2.99,0.77,3,22.09618577,2,2,2,2,1,0.64,0.97,5.5,17201.971,0.720000028610229,10
"77","Austria",1992,40,"AUT",3,2,2,2.97,2.99,0.77,3,21.67122793,2,2,2,2,1,0.64,0.97,5.5,18310.43,0.720000028610229,10
"78","Austria",1993,40,"AUT",3,2,2,2.97,2.99,0.77,3,21.11347673,2,2,2,2,1,0.64,0.97,5.5,18913.92,0.720000028610229,10
"64","Austria",1994,40,"AUT",3,2,2,2.97,2.99,0.77,3,21.53069537,2,2,2,2,1,0.64,0.97,5.5,20104.01,0.720000028610229,10
"68","Austria",1995,40,"AUT",3,3,2,1.03,3.73,0.77,3,NA,2,2,2,2,1,0.64,0.97,5.5,21525.619,0.720000028610229,10
"67","Austria",1996,40,"AUT",3,3,2,1.03,3.49,0.77,3,NA,2,2,2,2,1,0.64,0.97,5.5,22076.74,0.720000028610229,10
"76","Austria",1997,40,"AUT",3,3,2,1.03,3.49,0.77,3,27.0000010728836,2,2,2,2,1,0.64,0.97,5.5,23041.439,0.720000028610229,10
"63","Austria",1998,40,"AUT",3,3,2,1.03,3.49,0.77,3,27.0000010728836,2,2,2,2,1,0.64,0.97,5.5,24531.699,0.720000028610229,10
"60","Austria",1999,40,"AUT",3,3,2,1.03,3.49,0.77,3,27.0000010728836,2,2,2,2,1,0.64,0.97,5.5,25793.311,0.720000028610229,10
"70","Austria",2000,40,"AUT",3,4,2,3.53,3.41,0.77,3,27.0000010728836,2,2,2,2,1,0.64,0.97,5.5,28125.131,0.720000028610229,10
"73","Austria",2001,40,"AUT",3,4,2,3.53,3.41,0.77,3,25.9999990463257,2,2,2,2,1,0.64,0.97,NA,28037.311,0.720000028610229,10
"57","Austria",2002,40,"AUT",3,4,2,3.53,3.41,0.77,3,25,2,2,2,2,1,0.64,0.97,NA,29046.15,0.720000028610229,10
"58","Austria",2003,40,"AUT",3,5,2,1.33,2.88,0.77,3,25,2,2,2,2,1,0.64,0.97,NA,29771.689,0.720000028610229,10
"55","Austria",2004,40,"AUT",3,5,2,1.33,2.88,0.77,3,25,2,2,2,2,1,0.64,0.97,NA,31274,0.720000028610229,10
"72","Austria",2005,40,"AUT",3,5,2,1.33,2.88,0.77,3,25,2,2,2,2,1,0.64,0.97,NA,33355.73,0.720000028610229,10
"71","Austria",2006,40,"AUT",3,5,2,1.33,2.88,0.77,3,25,2,2,2,2,1,0.64,0.97,NA,34622.039,0.720000028610229,10
"66","Austria",2007,40,"AUT",3,6,2,2.8,3.38,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,35550.68,0.720000028610229,10
"56","Austria",2008,40,"AUT",3,6,2,2.8,3.38,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,36432.539,0.720000028610229,10
"61","Austria",2009,40,"AUT",3,7,2,2.92,4.24,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,36236.672,0.720000028610229,10
"69","Austria",2010,40,"AUT",3,7,2,2.92,4.24,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,37761.691,0.720000028610229,10
"65","Austria",2011,40,"AUT",3,7,2,2.92,4.24,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,38868.039,0.720000028610229,10
"62","Austria",2012,40,"AUT",3,7,2,2.92,4.24,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,NA,0.720000028610229,10
"59","Austria",2013,40,"AUT",3,7,2,2.92,4.24,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,NA,0.720000028610229,NA
"53","Austria",2014,40,"AUT",3,8,2,3.31,4.59,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,NA,0.720000028610229,NA
"54","Austria",2015,NA,"AUT",3,8,2,3.31,4.59,0.77,3,NA,2,2,2,2,1,0.64,0.97,NA,NA,0.720000028610229,NA
"173","Bahamas",1990,44,"BHS",4,1,1,10.2,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,12218.8,NA,NA
"157","Bahamas",1991,44,"BHS",4,1,1,10.2,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,12562.95,NA,NA
"164","Bahamas",1992,44,"BHS",4,1,1,10.2,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,12893.4,NA,NA
"172","Bahamas",1993,44,"BHS",4,2,1,12.2,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,12718.79,NA,NA
"160","Bahamas",1994,44,"BHS",4,2,1,12.2,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,12770.25,NA,NA
"159","Bahamas",1995,44,"BHS",4,2,1,12.2,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,12954.9,NA,NA
"161","Bahamas",1996,44,"BHS",4,2,1,12.2,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,15613.93,NA,NA
"175","Bahamas",1997,44,"BHS",4,2,1,12.2,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,15193.58,NA,NA
"155","Bahamas",1998,44,"BHS",4,3,1,27.1,1.34,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,16818.539,NA,NA
"156","Bahamas",1999,44,"BHS",4,3,1,27.1,1.34,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,19463.66,NA,NA
"166","Bahamas",2000,44,"BHS",4,3,1,27.1,1.34,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,3.5,20558.18,NA,NA
"163","Bahamas",2001,44,"BHS",4,3,1,27.1,1.34,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,19966,NA,NA
"162","Bahamas",2002,44,"BHS",4,3,1,27.1,1.34,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,23796.32,NA,NA
"180","Bahamas",2003,44,"BHS",4,4,1,22.24,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,21794.08,NA,NA
"177","Bahamas",2004,44,"BHS",4,4,1,22.24,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,20684.33,NA,NA
"178","Bahamas",2005,44,"BHS",4,4,1,22.24,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,23310.949,NA,NA
"171","Bahamas",2006,44,"BHS",4,4,1,22.24,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,21395.08,NA,NA
"179","Bahamas",2007,44,"BHS",4,4,1,22.24,1.79,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,23631.939,NA,NA
"176","Bahamas",2008,44,"BHS",4,5,1,5.03,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,22176.051,NA,NA
"170","Bahamas",2009,44,"BHS",4,5,1,5.03,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,23083.4,NA,NA
"165","Bahamas",2010,44,"BHS",4,5,1,5.03,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,22601.939,NA,NA
"169","Bahamas",2011,44,"BHS",4,5,1,5.03,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,21672.029,NA,NA
"158","Bahamas",2012,44,"BHS",4,5,1,5.03,1.97,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,NA,NA,NA
"168","Bahamas",2013,44,"BHS",4,6,1,24.3,1.57,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,NA,NA,NA
"174","Bahamas",2014,44,"BHS",4,6,1,24.3,1.57,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,NA,NA,NA
"167","Bahamas",2015,NA,"BHS",4,6,1,24.3,1.57,NA,1,NA,2,1,2,1.5,1,-1.33,-0.18,NA,NA,NA,NA
"197","Barbados",1990,52,"BRB",5,1,1,29.35,1.25,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,11034.38,NA,NA
"187","Barbados",1991,52,"BRB",5,1,1,29.35,1.25,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,11403.84,NA,NA
"201","Barbados",1992,52,"BRB",5,2,1,12.47,1.85,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,11775.88,NA,NA
"185","Barbados",1993,52,"BRB",5,2,1,12.47,1.85,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,12370.64,NA,NA
"206","Barbados",1994,52,"BRB",5,2,1,12.47,1.85,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,13444.85,NA,NA
"199","Barbados",1995,52,"BRB",5,3,1,16.75,1.84,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,14271.04,NA,NA
"204","Barbados",1996,52,"BRB",5,3,1,16.75,1.84,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,16518.711,NA,NA
"202","Barbados",1997,52,"BRB",5,3,1,16.75,1.84,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,18299.58,NA,NA
"203","Barbados",1998,52,"BRB",5,3,1,16.75,1.84,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,17732.801,NA,NA
"184","Barbados",1999,52,"BRB",5,3,1,16.75,1.84,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,19017.119,NA,NA
"190","Barbados",2000,52,"BRB",5,4,1,27.96,1.15,NA,1,NA,2,1,2,0,1,-1.2,-0.53,3.5,20724.91,NA,NA
"192","Barbados",2001,52,"BRB",5,4,1,27.96,1.15,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,19510.801,NA,NA
"194","Barbados",2002,52,"BRB",5,4,1,27.96,1.15,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,19324.859,NA,NA
"182","Barbados",2003,52,"BRB",5,4,1,27.96,1.15,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,20948.93,NA,NA
"181","Barbados",2004,52,"BRB",5,5,1,20.81,1.56,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,21065.32,NA,NA
"188","Barbados",2005,52,"BRB",5,5,1,20.81,1.56,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,24381.971,NA,NA
"189","Barbados",2006,52,"BRB",5,5,1,20.81,1.56,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,25034.631,NA,NA
"195","Barbados",2007,52,"BRB",5,5,1,20.81,1.56,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,25798.58,NA,NA
"200","Barbados",2008,52,"BRB",5,5,1,20.81,1.56,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,25198.82,NA,NA
"205","Barbados",2009,52,"BRB",5,6,1,13.33,1.8,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,23986.279,NA,NA
"193","Barbados",2010,52,"BRB",5,6,1,13.33,1.8,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,22711.32,NA,NA
"198","Barbados",2011,52,"BRB",5,6,1,13.33,1.8,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,22888.971,NA,NA
"191","Barbados",2012,52,"BRB",5,6,1,13.33,1.8,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,NA,NA,NA
"196","Barbados",2013,52,"BRB",5,6,1,13.33,1.8,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,NA,NA,NA
"186","Barbados",2014,52,"BRB",5,7,1,1.88,1.99,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,NA,NA,NA
"183","Barbados",2015,NA,"BRB",5,7,1,1.88,1.99,NA,1,NA,2,1,2,0,1,-1.2,-0.53,NA,NA,NA,NA
"92","Belgium",1990,56,"BEL",6,1,4,3.24,7.13,0.83,2,5.995358469,3,2,2,0,1,1.1,0.44,5,16045.85,0.75,10
"84","Belgium",1991,56,"BEL",6,1,4,3.24,7.13,0.83,2,6.165250065,3,2,2,0,1,1.1,0.44,5,16753.08,0.75,10
"87","Belgium",1992,56,"BEL",6,2,2,3.49,8.41,0.83,2,6.198949863,3,2,2,0,1,1.1,0.44,5,17867.74,0.75,10
"86","Belgium",1993,56,"BEL",6,2,2,3.49,8.41,0.83,3,6.185826749,3,2,2,0,1,1.1,0.44,4.5,18116.711,0.75,10
"94","Belgium",1994,56,"BEL",6,2,2,3.49,8.41,0.83,3,6.48757614,3,2,2,0,1,1.1,0.44,4.5,18938.91,0.75,10
"99","Belgium",1995,56,"BEL",6,2,2,3.49,8.41,0.83,3,6.630576927,2,2,2,0,1,1.1,0.44,4.5,19966.48,0.75,10
"98","Belgium",1996,56,"BEL",6,3,2,3.04,8.03,0.83,3,6.839159016,2,2,2,0,1,1.1,0.44,4.5,19832.57,0.75,10
"89","Belgium",1997,56,"BEL",6,3,2,3.04,8.03,0.83,3,6.78045064,2,2,2,0,1,1.1,0.44,4.5,20653.43,0.75,10
"103","Belgium",1998,56,"BEL",6,3,2,3.04,8.03,0.83,3,6.598734164,2,2,2,0,1,1.1,0.44,4.5,21336.68,0.75,10
"96","Belgium",1999,56,"BEL",6,3,2,3.04,8.03,0.83,3,6.801784728,2,2,2,0,1,1.1,0.44,4.5,22668.189,0.75,10
"88","Belgium",2000,56,"BEL",6,4,4,2.99,9.05,0.83,3,6.279246086,2,2,2,0,1,1.1,0.44,4.5,25607.699,0.75,10
"82","Belgium",2001,56,"BEL",6,4,4,2.99,9.05,0.83,3,6.721586975,2,2,2,0,1,1.1,0.44,NA,26431.85,0.75,10
"80","Belgium",2002,56,"BEL",6,4,4,2.99,9.05,0.83,3,9.047851246,2,2,2,0,1,1.1,0.44,NA,27455.619,0.75,10
"91","Belgium",2003,56,"BEL",6,4,4,2.99,9.05,0.83,3,9.605010627,2,2,2,0,1,1.1,0.44,NA,28228,0.75,10
"83","Belgium",2004,56,"BEL",6,5,2,5.16,7.03,0.83,3,9.54427179,2,2,2,0,1,1.1,0.44,NA,28963,0.75,10
"79","Belgium",2005,56,"BEL",6,5,2,5.16,7.03,0.83,3,9.809535315,2,2,2,0,1,1.1,0.44,NA,31514.34,0.75,10
"90","Belgium",2006,56,"BEL",6,5,2,5.16,7.03,0.83,3,10.14112251,2,2,2,0,1,1.1,0.44,NA,30600.82,0.75,10
"85","Belgium",2007,56,"BEL",6,5,2,5.16,7.03,0.83,3,10.41867701,2,2,2,0,1,1.1,0.44,NA,31357.77,0.75,8
"101","Belgium",2008,56,"BEL",6,6,4,3.37,7.91,0.83,3,9.615783776,2,2,2,0,1,1.1,0.44,NA,31977.25,0.75,8
"102","Belgium",2009,56,"BEL",6,6,4,3.37,7.91,0.83,3,10.12800095,2,2,2,0,1,1.1,0.44,NA,32659.32,0.75,8
"104","Belgium",2010,56,"BEL",6,6,NA,3.37,7.91,0.83,3,10.23017639,2,2,2,0,1,1.1,0.44,NA,34175.141,0.75,8
"97","Belgium",2011,56,"BEL",6,7,NA,3.77,8.42,0.83,3,10.41704756,2,2,2,0,1,1.1,0.44,NA,33764.711,0.75,8
"93","Belgium",2012,56,"BEL",6,7,4,3.77,8.42,0.83,3,9.918342048,2,2,2,0,1,1.1,0.44,NA,NA,0.75,8
"81","Belgium",2013,56,"BEL",6,7,4,3.77,8.42,0.83,3,NA,2,2,2,0,1,1.1,0.44,NA,NA,0.75,NA
"100","Belgium",2014,56,"BEL",6,7,4,3.77,8.42,0.83,3,NA,2,2,2,0,1,1.1,0.44,NA,NA,0.75,NA
"95","Belgium",2015,NA,"BEL",6,8,2,4.6,7.82,0.83,3,NA,2,2,2,0,1,1.1,0.44,NA,NA,0.75,NA
"120","Benin",1991,204,"BEN",7,1,1,3.39,8.83,0.64,1,5.1,1,1,2,-1.5,3,NA,NA,4,819.94,0.560000002384186,6
"121","Benin",1992,204,"BEN",7,1,1,3.39,8.83,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,830.29999,0.560000002384186,6
"122","Benin",1993,204,"BEN",7,1,1,3.39,8.83,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,829.03003,0.560000002384186,6
"123","Benin",1994,204,"BEN",7,1,1,3.39,8.83,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,816.45001,0.560000002384186,6
"124","Benin",1995,204,"BEN",7,1,1,3.39,8.83,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,876.15997,0.560000002384186,6
"125","Benin",1996,204,"BEN",7,2,1,10.54,6.68,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,895.32001,0.560000002384186,6
"126","Benin",1997,204,"BEN",7,2,1,10.54,6.68,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,958.40997,0.560000002384186,6
"114","Benin",1998,204,"BEN",7,2,1,10.54,6.68,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,976.32001,0.560000002384186,6
"115","Benin",1999,204,"BEN",7,2,1,10.54,6.68,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,1028.04,0.560000002384186,6
"116","Benin",2000,204,"BEN",7,3,1,12.33,4.7,0.64,1,NA,1,1,2,-1.5,3,NA,NA,4,1105.29,0.560000002384186,6
"117","Benin",2001,204,"BEN",7,3,1,12.33,4.7,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1131.04,0.560000002384186,6
"106","Benin",2002,204,"BEN",7,3,1,12.33,4.7,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1148.38,0.560000002384186,6
"118","Benin",2003,204,"BEN",7,3,1,12.33,4.7,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1191.05,0.560000002384186,6
"119","Benin",2004,204,"BEN",7,4,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1214.45,0.560000002384186,6
"107","Benin",2005,204,"BEN",7,4,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1245.42,0.560000002384186,6
"108","Benin",2006,204,"BEN",7,4,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1307.59,0.560000002384186,7
"109","Benin",2007,204,"BEN",7,4,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1373.85,0.560000002384186,7
"110","Benin",2008,204,"BEN",7,5,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1387.37,0.560000002384186,7
"111","Benin",2009,204,"BEN",7,5,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1387.4,0.560000002384186,7
"112","Benin",2010,204,"BEN",7,5,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1381.02,0.560000002384186,7
"113","Benin",2011,204,"BEN",7,5,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,1413.05,0.560000002384186,7
"127","Benin",2012,204,"BEN",7,6,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,NA,0.560000002384186,7
"128","Benin",2013,204,"BEN",7,6,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,NA,0.560000002384186,NA
"129","Benin",2014,204,"BEN",7,7,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,NA,0.560000002384186,NA
"105","Benin",2015,NA,"BEN",7,7,1,NA,NA,0.64,1,NA,1,1,2,-1.5,3,NA,NA,NA,NA,0.560000002384186,NA
